Cust Order No,Cust Order Date,FWD Seller Order NO,FWD PO NO,FWD PO Date,Seller Invoice No,Seller Invoice Date,Cust Invoice No,Cust Invoice Date,Status,JioCode,HSN,Seller Style Code,Seller SKU,EAN,Description,Order Qty,FWD Shipment ID,FWD Shipment Date,FWD Carrier,FWD AWB,Shipped QTY,Estimated Dispatch Date,SLA Status,Cancelled Qty,Customer Cancelled QTY,Seller Cancelled QTY,Listing MRP,Seller TD,Selling Price,Base Price,Total Price,CGST_PERCENTAGE,CGST_AMOUNT,SGST_PERCENTAGE,SGST_AMOUNT,IGST_PERCENTAGE,IGST_AMOUNT,Total Value,Invoice Value,Brand,Fulfillment Type,POB ID,Seller Name
FN6688608952,Fri Jul 25 17:30:03 IST 2025,1082556407,5119270881,Sat Jul 26 00:00:00 IST 2025,AJ2613139,Sat Jul 26 10:12:38 IST 2025,AF25GJ181657708,Sat Jul 26 10:12:42 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641860,Sat Jul 26 10:06:39 IST 2025,SHADOWFAX,SF1830181832AJI,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2788609913,Fri Jul 25 17:29:19 IST 2025,1082556276,,,,,,,Cancelled,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,NA,,,,0,Sun Aug 03 00:00:00 IST 2025,Within SLA,1,1,0,2632.0,1710,921.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5998606776,Fri Jul 25 15:50:59 IST 2025,1082535086,5119270880,Sat Jul 26 00:00:00 IST 2025,AJ2613136,Sat Jul 26 10:12:27 IST 2025,AF25GJ181657628,Sat Jul 26 10:12:31 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641857,Sat Jul 26 10:06:38 IST 2025,SHADOWFAX,SF1830176768AJI,1,Thu Jul 31 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN9304607814,Fri Jul 25 15:26:58 IST 2025,1082528825,5119270875,Sat Jul 26 00:00:00 IST 2025,AJ2613134,Sat Jul 26 10:12:20 IST 2025,AF25GJ181657585,Sat Jul 26 10:12:24 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641856,Sat Jul 26 10:06:38 IST 2025,SHADOWFAX,SF1830175522AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8197601644,Fri Jul 25 15:25:43 IST 2025,1082528495,5119270877,Sat Jul 26 00:00:00 IST 2025,AJ2613132,Sat Jul 26 10:12:08 IST 2025,AF25GJ181657515,Sat Jul 26 10:12:12 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641855,Sat Jul 26 10:06:37 IST 2025,SHADOWFAX,SF1830175463AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7409605899,Fri Jul 25 15:12:56 IST 2025,1082525510,5119270879,Sat Jul 26 00:00:00 IST 2025,AJ2613155,Sat Jul 26 10:14:32 IST 2025,AF25GJ181658363,Sat Jul 26 10:14:37 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641884,Sat Jul 26 10:06:37 IST 2025,DELHIVERY,195042378493923,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7409609180,Fri Jul 25 15:01:14 IST 2025,1082522844,5119270876,Sat Jul 26 00:00:00 IST 2025,AJ2613154,Sat Jul 26 10:14:22 IST 2025,AF25GJ181658309,Sat Jul 26 10:14:25 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641853,Sat Jul 26 10:06:34 IST 2025,XPRESSBEES,13670526549973,1,Sun Aug 03 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0988606664,Fri Jul 25 14:03:49 IST 2025,1082509635,5119270870,Sat Jul 26 00:00:00 IST 2025,AJ2613153,Sat Jul 26 10:14:15 IST 2025,AF25GJ181658156,Sat Jul 26 10:14:19 IST 2025,Delivered,701877201004,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-S,100000000125934965,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107641847,Sat Jul 26 10:06:34 IST 2025,XPRESSBEES,13670526545617,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2409300820,Fri Jul 25 13:55:55 IST 2025,1082508056,5119270872,Sat Jul 26 00:00:00 IST 2025,AJ2613152,Sat Jul 26 10:14:09 IST 2025,AF25GJ181658263,Sat Jul 26 10:14:12 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641846,Sat Jul 26 10:06:34 IST 2025,SHADOWFAX,SF1830169863AJI,1,Sat Aug 02 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4209600817,Fri Jul 25 13:50:55 IST 2025,1082506945,5119270873,Sat Jul 26 00:00:00 IST 2025,AJ2613151,Sat Jul 26 10:14:02 IST 2025,AF25GJ181658146,Sat Jul 26 10:14:05 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641845,Sat Jul 26 10:06:34 IST 2025,SHADOWFAX,SF1830169485AJI,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2747608034,Fri Jul 25 13:45:21 IST 2025,1082505675,5119270878,Sat Jul 26 00:00:00 IST 2025,AJ2613150,Sat Jul 26 10:13:49 IST 2025,AF25GJ181658177,Sat Jul 26 10:13:54 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641852,Sat Jul 26 10:06:33 IST 2025,SHADOWFAX,SF1830169119AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3409603798,Fri Jul 25 13:38:16 IST 2025,1082504021,5119270868,Sat Jul 26 00:00:00 IST 2025,AJ2613149,Sat Jul 26 10:13:38 IST 2025,AF25GJ181658092,Sat Jul 26 10:13:42 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641844,Sat Jul 26 10:06:33 IST 2025,XPRESSBEES,13670526543594,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8288602588,Fri Jul 25 12:54:22 IST 2025,1082493980,5119270871,Sat Jul 26 00:00:00 IST 2025,AJ2613148,Sat Jul 26 10:13:30 IST 2025,AF25GJ181658060,Sat Jul 26 10:13:35 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641851,Sat Jul 26 10:06:32 IST 2025,SHADOWFAX,SF1830165815AJI,1,Sat Aug 02 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7978606654,Fri Jul 25 12:51:06 IST 2025,1082493198,5119270882,Sat Jul 26 00:00:00 IST 2025,AJ2613147,Sat Jul 26 10:13:18 IST 2025,AF25GJ181657958,Sat Jul 26 10:13:22 IST 2025,Delivered,701877201001,62114210,BHKKX MUSTARD,BH-KKX-MUSTARD-M,100000000125923967,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107641830,Sat Jul 26 10:06:32 IST 2025,SHADOWFAX,SF1830165621AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7978606654,Fri Jul 25 12:51:06 IST 2025,1082493198,5119270882,Sat Jul 26 00:00:00 IST 2025,AJ2613147,Sat Jul 26 10:13:18 IST 2025,AF25GJ181657958,Sat Jul 26 10:13:22 IST 2025,Delivered,701855811001,,,ZX--Blue-M,,WOMEN PRINTED STRAIGHT KURTA SUIT SET,1,E342231107641830,Sat Jul 26 10:06:32 IST 2025,SHADOWFAX,SF1830165621AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6817606816,Fri Jul 25 12:44:44 IST 2025,1082491599,5119270869,Sat Jul 26 00:00:00 IST 2025,AJ2613146,Sat Jul 26 10:13:12 IST 2025,AF25GJ181657923,Sat Jul 26 10:13:16 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641835,Sat Jul 26 10:06:32 IST 2025,SHADOWFAX,SF1830165242AJI,1,Sun Aug 03 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5057601240,Fri Jul 25 12:03:31 IST 2025,1082481138,5119270866,Sat Jul 26 00:00:00 IST 2025,AJ2613145,Sat Jul 26 10:13:05 IST 2025,AF25GJ181657886,Sat Jul 26 10:13:09 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641829,Sat Jul 26 10:06:31 IST 2025,XPRESSBEES,13670526536200,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3668604585,Fri Jul 25 11:57:19 IST 2025,1082479401,5119270861,Sat Jul 26 00:00:00 IST 2025,AJ2613144,Sat Jul 26 10:12:59 IST 2025,AF25GJ181657855,Sat Jul 26 10:13:03 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641828,Sat Jul 26 10:06:31 IST 2025,XPRESSBEES,13670526535752,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2009606183,Fri Jul 25 11:45:27 IST 2025,1082476825,5119270860,Sat Jul 26 00:00:00 IST 2025,AJ2613143,Sat Jul 26 10:12:57 IST 2025,,,Cancelled,701877213005,62114210,LAHERIYA YELLOW,BH-LAHERIYA-YELLOW-2XL,100000000125935250,WOMEN EMBROIDERY STRAIGHT KURTA SET,1,E342231107641827,Sat Jul 26 10:06:31 IST 2025,DELHIVERY,195042378295215,0,Fri Aug 01 00:00:00 IST 2025,Within SLA,1,1,0,2760.0,1794,966.0,591.56,591.56,2.5,14.79,2.5,14.79,0.0,0.0,621.14,0.0,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7298604554,Fri Jul 25 11:19:56 IST 2025,1082471018,5119270863,Sat Jul 26 00:00:00 IST 2025,AJ2613142,Sat Jul 26 10:12:49 IST 2025,AF25GJ181657780,Sat Jul 26 10:12:53 IST 2025,Delivered,701884635005,62114210,ZX--Pink,ZX--Pink-M,100000000125971914,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641834,Sat Jul 26 10:06:30 IST 2025,XPRESSBEES,13670526532992,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3409605177,Fri Jul 25 11:12:23 IST 2025,1082469411,5119270858,Sat Jul 26 00:00:00 IST 2025,AJ2613138,Sat Jul 26 10:12:35 IST 2025,AF25GJ181657694,Sat Jul 26 10:12:40 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641826,Sat Jul 26 10:06:30 IST 2025,XPRESSBEES,13670526532505,1,Sat Aug 02 00:00:00 IST 2025,Delayed,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN7361607476,Fri Jul 25 11:10:28 IST 2025,1082468968,5119270859,Sat Jul 26 00:00:00 IST 2025,AJ2613140,Sat Jul 26 10:12:42 IST 2025,AF25GJ181657734,Sat Jul 26 10:12:46 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641825,Sat Jul 26 10:06:30 IST 2025,SHADOWFAX,SF1830159532AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8460201683,Fri Jul 25 10:30:31 IST 2025,1082460946,5119270865,Sat Jul 26 00:00:00 IST 2025,AJ2613137,Sat Jul 26 10:12:29 IST 2025,AF25GJ181657637,Sat Jul 26 10:12:32 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641833,Sat Jul 26 10:06:29 IST 2025,SHADOWFAX,SF1830157550AJI,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6698606928,Fri Jul 25 10:16:14 IST 2025,1082457851,5119270867,Sat Jul 26 00:00:00 IST 2025,AJ2613135,Sat Jul 26 10:12:22 IST 2025,AF25GJ181657601,Sat Jul 26 10:12:26 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641832,Sat Jul 26 10:06:29 IST 2025,XPRESSBEES,13670526529189,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2409601431,Fri Jul 25 10:06:22 IST 2025,1082455898,5119270864,Sat Jul 26 00:00:00 IST 2025,AJ2613133,Sat Jul 26 10:12:14 IST 2025,AF25GJ181657555,Sat Jul 26 10:12:19 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641831,Sat Jul 26 10:06:28 IST 2025,DELHIVERY,195042378235590,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0109608708,Fri Jul 25 10:00:51 IST 2025,1082454643,5119270857,Sat Jul 26 00:00:00 IST 2025,AJ2613131,Sat Jul 26 10:12:07 IST 2025,AF25GJ181657511,Sat Jul 26 10:12:11 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107641810,Sat Jul 26 10:06:28 IST 2025,SHADOWFAX,SF1830156002AJI,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0364601819,Fri Jul 25 09:29:24 IST 2025,1082449038,5119101859,Fri Jul 25 00:00:00 IST 2025,AJ2613106,Fri Jul 25 09:55:07 IST 2025,AF25GJ181383292,Fri Jul 25 09:55:11 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513522,Fri Jul 25 09:42:56 IST 2025,SHADOWFAX,SF1830154378AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN3178607506,Fri Jul 25 09:09:03 IST 2025,1082445661,5119101860,Fri Jul 25 00:00:00 IST 2025,AJ2613101,Fri Jul 25 09:54:43 IST 2025,AF25GJ181383099,Fri Jul 25 09:54:47 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513520,Fri Jul 25 09:42:56 IST 2025,SHADOWFAX,SF1830153246AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6948600154,Fri Jul 25 03:14:39 IST 2025,1082417995,5119101847,Fri Jul 25 00:00:00 IST 2025,AJ261397,Fri Jul 25 09:54:25 IST 2025,AF25GJ181382916,Fri Jul 25 09:54:29 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513486,Fri Jul 25 09:42:55 IST 2025,XPRESSBEES,13670526518873,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6309606592,Fri Jul 25 02:26:12 IST 2025,1082416203,5119101849,Fri Jul 25 00:00:00 IST 2025,AJ261392,Fri Jul 25 09:54:00 IST 2025,AF25GJ181382726,Fri Jul 25 09:54:05 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513485,Fri Jul 25 09:42:55 IST 2025,XPRESSBEES,13670526517883,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN5139506252,Fri Jul 25 01:35:31 IST 2025,1082412302,5119101846,Fri Jul 25 00:00:00 IST 2025,AJ261388,Fri Jul 25 09:53:37 IST 2025,AF25GJ181382547,Fri Jul 25 09:53:42 IST 2025,Shipped,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513484,Fri Jul 25 09:42:54 IST 2025,SHADOWFAX,SF1830144911AJI,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN6309604302,Fri Jul 25 01:01:34 IST 2025,1082407689,5119101845,Fri Jul 25 00:00:00 IST 2025,AJ2613130,Fri Jul 25 09:59:20 IST 2025,AF25GJ181385256,Fri Jul 25 09:59:24 IST 2025,Delivered,701884635004,62114210,ZX--Pink,ZX--Pink-3XL,100000000125970873,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513482,Fri Jul 25 09:42:54 IST 2025,XPRESSBEES,13670526515154,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN8148601768,Fri Jul 25 00:25:38 IST 2025,1082401491,5119101848,Fri Jul 25 00:00:00 IST 2025,AJ2613129,Fri Jul 25 09:59:03 IST 2025,AF25GJ181385126,Fri Jul 25 09:59:07 IST 2025,Delivered,701884635001,62114210,ZX--Pink,ZX--Pink-XL,100000000125968941,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513481,Fri Jul 25 09:42:54 IST 2025,XPRESSBEES,13670526513653,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2188600948,Thu Jul 24 23:39:55 IST 2025,1082389800,5119101858,Fri Jul 25 00:00:00 IST 2025,AJ2613128,Fri Jul 25 09:58:49 IST 2025,AF25GJ181385021,Fri Jul 25 09:58:53 IST 2025,Delivered,701884635003,62114210,ZX--Pink,ZX--Pink-2XL,100000000125968989,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513519,Fri Jul 25 09:42:53 IST 2025,XPRESSBEES,13670526511014,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN4309600332,Thu Jul 24 23:31:02 IST 2025,1082386477,5119101836,Fri Jul 25 00:00:00 IST 2025,AJ2613127,Fri Jul 25 09:58:34 IST 2025,AF25GJ181384892,Fri Jul 25 09:58:37 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513480,Fri Jul 25 09:42:53 IST 2025,XPRESSBEES,13670526510330,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2309603780,Thu Jul 24 22:31:47 IST 2025,1082365759,5119101857,Fri Jul 25 00:00:00 IST 2025,AJ2613126,Fri Jul 25 09:58:16 IST 2025,AF25GJ181384775,Fri Jul 25 09:58:21 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513518,Fri Jul 25 09:42:52 IST 2025,SHADOWFAX,SF1830136479AJI,1,Fri Aug 01 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN0649208278,Thu Jul 24 22:24:32 IST 2025,1082363460,5119101850,Fri Jul 25 00:00:00 IST 2025,AJ2613125,Fri Jul 25 09:57:56 IST 2025,AF25GJ181384582,Fri Jul 25 09:58:00 IST 2025,Shipped,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513516,Fri Jul 25 09:42:52 IST 2025,XPRESSBEES,13670526505647,1,Thu Jul 31 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
FN2808602443,Thu Jul 24 21:19:08 IST 2025,1082344400,5119101854,Fri Jul 25 00:00:00 IST 2025,AJ2613124,Fri Jul 25 09:57:40 IST 2025,AF25GJ181384432,Fri Jul 25 09:57:44 IST 2025,Delivered,701884635002,62114210,ZX--Pink,ZX--Pink-L,100000000125968944,WOMEN EMBROIDERED STRAIGHT KURTA SUIT SET,1,E342231107513515,Fri Jul 25 09:42:51 IST 2025,SHADOWFAX,SF1830132193AJI,1,Wed Jul 30 00:00:00 IST 2025,Within SLA,0,0,0,2632.0,1710,921.0,564.12,564.12,2.5,14.1,2.5,14.1,0.0,0.0,592.32,592.33,BHARVITA,DS,DV00342231,EASY SELL SERVICE PRIVATE LIMITED
